order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id
2084000,110,12,2,14,6,17807,12,0,1
2084000,110,12,2,14,6,19448,13,0,1
2084000,110,12,2,14,6,28204,14,0,4
2084000,110,12,2,14,6,46969,15,0,4
2084000,110,12,2,14,6,21077,16,0,4
3135298,110,13,1,16,6,37417,1,0,19
3135298,110,13,1,16,6,43352,2,1,4
3135298,110,13,1,16,6,24852,3,1,4
3135298,110,13,1,16,6,39928,4,1,4
3135298,110,13,1,16,6,40310,5,1,20
3135298,110,13,1,16,6,26384,6,1,16
3135298,110,13,1,16,6,37646,7,1,4
3135298,110,13,1,16,6,20327,8,0,1
3135298,110,13,1,16,6,4809,9,1,16
3135298,110,13,1,16,6,42244,10,0,16
3135298,110,13,1,16,6,44765,11,1,16
3135298,110,13,1,16,6,4605,12,1,4
3135298,110,13,1,16,6,21077,13,1,4
3135298,110,13,1,16,6,35997,14,1,21
3135298,110,13,1,16,6,49683,15,0,4
3135298,110,13,1,16,6,47626,16,0,4
1900996,110,14,3,18,16,41806,1,1,16
1900996,110,14,3,18,16,24852,2,1,4
1900996,110,14,3,18,16,7963,3,1,1
1900996,110,14,3,18,16,40310,4,1,20
1900996,110,14,3,18,16,4809,5,1,16
1900996,110,14,3,18,16,44765,6,1,16
1900996,110,14,3,18,16,37646,7,1,4
1900996,110,14,3,18,16,17872,8,1,16
1900996,110,14,3,18,16,30323,9,0,14
1900996,110,14,3,18,16,4920,10,0,4
65254,110,15,5,14,9,24852,1,1,4
65254,110,15,5,14,9,26384,2,1,16
65254,110,15,5,14,9,40310,3,1,20
65254,110,15,5,14,9,37646,4,1,4
65254,110,15,5,14,9,44765,5,1,16
65254,110,15,5,14,9,42244,6,1,16
65254,110,15,5,14,9,47626,7,1,4
65254,110,15,5,14,9,34126,8,1,4
65254,110,15,5,14,9,43961,9,1,4
65254,110,15,5,14,9,4605,10,1,4
65254,110,15,5,14,9,49683,11,1,4
65254,110,15,5,14,9,8518,12,0,4
65254,110,15,5,14,9,41787,13,0,4
65254,110,15,5,14,9,21077,14,1,4
65254,110,15,5,14,9,10749,15,1,4
65254,110,15,5,14,9,28986,16,0,12
65254,110,15,5,14,9,35845,17,0,4
65254,110,15,5,14,9,16759,18,1,4
65254,110,15,5,14,9,24964,19,0,4
65254,110,15,5,14,9,44359,20,0,4
65254,110,15,5,14,9,47766,21,1,4
65254,110,15,5,14,9,26209,22,1,4
65254,110,15,5,14,9,31717,23,1,4
2128010,110,16,3,10,26,26384,1,1,16
2128010,110,16,3,10,26,45210,2,0,16
2128010,110,16,3,10,26,24852,3,1,4
2128010,110,16,3,10,26,39928,4,1,4
2128010,110,16,3,10,26,260,5,1,4
2128010,110,16,3,10,26,43961,6,1,4
2128010,110,16,3,10,26,37646,7,1,4
2128010,110,16,3,10,26,15995,8,0,15
2128010,110,16,3,10,26,37119,9,0,20
2128010,110,16,3,10,26,44765,10,1,16
2128010,110,16,3,10,26,42244,11,1,16
2128010,110,16,3,10,26,23579,12,0,19
2128010,110,16,3,10,26,1577,13,0,16
2128010,110,16,3,10,26,49683,14,1,4
2128010,110,16,3,10,26,40310,15,1,20
2128010,110,16,3,10,26,4920,16,1,4
2128010,110,16,3,10,26,20127,17,1,15
2111594,110,17,0,14,18,44359,1,1,4
2111594,110,17,0,14,18,31717,2,1,4
2111594,110,17,0,14,18,27521,3,0,4
2111594,110,17,0,14,18,4605,4,1,4
2111594,110,17,0,14,18,1308,5,0,13
2111594,110,17,0,14,18,30450,6,0,13
2111594,110,17,0,14,18,21681,7,0,13
2111594,110,17,0,14,18,48104,8,1,16
2111594,110,17,0,14,18,48017,9,0,13
2111594,110,17,0,14,18,41544,10,0,15
2111594,110,17,0,14,18,32850,11,0,13
2111594,110,17,0,14,18,40310,12,1,20
2111594,110,17,0,14,18,39928,13,1,4
2111594,110,17,0,14,18,49683,14,1,4
2111594,110,17,0,14,18,7963,15,1,1
2111594,110,17,0,14,18,8518,16,1,4
2111594,110,17,0,14,18,2750,17,0,1
2111594,110,17,0,14,18,45965,18,0,14
2111594,110,17,0,14,18,41149,19,0,21
2111594,110,17,0,14,18,40604,20,1,16
2111594,110,17,0,14,18,47766,21,1,4
2111594,110,17,0,14,18,10749,22,1,4
2111594,110,17,0,14,18,37119,23,1,20
2111594,110,17,0,14,18,9322,24,0,19
2111594,110,17,0,14,18,25005,25,0,9
2111594,110,17,0,14,18,21903,26,1,4
839252,110,18,4,13,25,24852,1,1,4
839252,110,18,4,13,25,37646,2,1,4
839252,110,18,4,13,25,4605,3,1,4
839252,110,18,4,13,25,26384,4,1,16
839252,110,18,4,13,25,43961,5,1,4
839252,110,18,4,13,25,42244,6,1,16
839252,110,18,4,13,25,37119,7,1,20
839252,110,18,4,13,25,20431,8,1,13
839252,110,18,4,13,25,8424,9,1,4
839252,110,18,4,13,25,39928,10,1,4
839252,110,18,4,13,25,43136,11,0,20
839252,110,18,4,13,25,26369,12,0,4
839252,110,18,4,13,25,30391,13,0,4
839252,110,18,4,13,25,10749,14,1,4
839252,110,18,4,13,25,20127,15,1,15
839252,110,18,4,13,25,44359,16,1,4
839252,110,18,4,13,25,16759,17,1,4
839252,110,18,4,13,25,1999,18,1,15
839252,110,18,4,13,25,25814,19,1,3
839252,110,18,4,13,25,46346,20,0,1
839252,110,18,4,13,25,2371,21,0,21
839252,110,18,4,13,25,46979,22,0,4
839252,110,18,4,13,25,47630,23,0,4
839252,110,18,4,13,25,47626,24,1,4
1862417,110,19,5,15,8,27086,1,0,16
1862417,110,19,5,15,8,28123,2,0,1
1862417,110,19,5,15,8,42244,3,1,16
1862417,110,19,5,15,8,40310,4,1,20
1862417,110,19,5,15,8,38689,5,1,16
1862417,110,19,5,15,8,37646,6,1,4
1862417,110,19,5,15,8,260,7,1,4
1862417,110,19,5,15,8,41220,8,0,4
1862417,110,19,5,15,8,26369,9,1,4
1862417,110,19,5,15,8,4605,10,1,4
1862417,110,19,5,15,8,21137,11,1,4
2781137,110,20,2,14,4,42244,1,1,16
2781137,110,20,2,14,4,45210,2,1,16
2781137,110,20,2,14,4,26384,3,1,16
2781137,110,20,2,14,4,23734,4,0,16
2781137,110,20,2,14,4,28842,5,0,4
2781137,110,20,2,14,4,20114,6,1,4
2781137,110,20,2,14,4,26209,7,1,4
2781137,110,20,2,14,4,22825,8,0,4
2781137,110,20,2,14,4,19057,9,0,4
2781137,110,20,2,14,4,21077,10,1,4
2781137,110,20,2,14,4,24852,11,1,4
2781137,110,20,2,14,4,21137,12,1,4
2781137,110,20,2,14,4,10749,13,1,4
2781137,110,20,2,14,4,40310,14,1,20
1120443,111,1,5,8,,23431,1,0,16
1120443,111,1,5,8,,25985,2,0,12
1120443,111,1,5,8,,11827,3,0,13
1120443,111,1,5,8,,31020,4,0,13
2301655,111,2,5,9,0,21137,1,0,4
2301655,111,2,5,9,0,28204,2,0,4
2301655,111,2,5,9,0,38777,3,0,4
2301655,111,2,5,9,0,38874,4,0,7
1619720,111,3,6,15,30,25706,1,0,16
1619720,111,3,6,15,30,39707,2,0,3
1619720,111,3,6,15,30,49352,3,0,16
1619720,111,3,6,15,30,8073,4,0,9
278813,111,4,5,13,27,36085,1,0,7
814737,111,5,6,12,30,42562,1,0,16
814737,111,5,6,12,30,36591,2,0,3
814737,111,5,6,12,30,32727,3,0,16
814737,111,5,6,12,30,4461,4,0,13
814737,111,5,6,12,30,5077,5,0,3
814737,111,5,6,12,30,6698,6,0,13
814737,111,5,6,12,30,39707,7,1,3
814737,111,5,6,12,30,20958,8,0,13
814737,111,5,6,12,30,16682,9,0,12
814737,111,5,6,12,30,1117,10,0,12
814737,111,5,6,12,30,37011,11,0,4
814737,111,5,6,12,30,20463,12,0,16
814737,111,5,6,12,30,3593,13,0,17
814737,111,5,6,12,30,47865,14,0,17
2179090,111,6,4,17,30,7862,1,0,1
2179090,111,6,4,17,30,29662,2,0,4
2179090,111,6,4,17,30,42562,3,1,16
2179090,111,6,4,17,30,37646,4,0,4
2179090,111,6,4,17,30,29791,5,0,13
2179090,111,6,4,17,30,2225,6,0,13
2179090,111,6,4,17,30,25985,7,1,12
2179090,111,6,4,17,30,8073,8,1,9
2179090,111,6,4,17,30,7644,9,0,19
2179090,111,6,4,17,30,32655,10,0,16
2179090,111,6,4,17,30,16797,11,0,4
2179090,111,6,4,17,30,36463,12,0,13
2552531,111,7,0,10,3,6153,1,0,13
2552531,111,7,0,10,3,47436,2,0,13
2552531,111,7,0,10,3,34358,3,0,4
2552531,111,7,0,10,3,21938,4,0,4
2552531,111,7,0,10,3,10521,5,0,3
2552531,111,7,0,10,3,32727,6,1,16
2552531,111,7,0,10,3,22463,7,0,13
2552531,111,7,0,10,3,43882,8,0,13
2552531,111,7,0,10,3,23995,9,0,13
2552531,111,7,0,10,3,13108,10,0,13
2552531,111,7,0,10,3,43806,11,0,13
2552531,111,7,0,10,3,41483,12,0,13
2552531,111,7,0,10,3,7644,13,1,19
2552531,111,7,0,10,3,19488,14,0,17
2552531,111,7,0,10,3,18988,15,0,17
2552531,111,7,0,10,3,34161,16,0,13
2552531,111,7,0,10,3,8143,17,0,13
631537,112,1,6,11,,28199,1,0,4
631537,112,1,6,11,,47209,2,0,4
631537,112,1,6,11,,30353,3,0,7
631537,112,1,6,11,,45322,4,0,14
631537,112,1,6,11,,6656,5,0,3
631537,112,1,6,11,,21019,6,0,20
631537,112,1,6,11,,31040,7,0,19
3386821,112,2,1,14,16,47209,1,1,4
3386821,112,2,1,14,16,24799,2,0,16
3386821,112,2,1,14,16,8309,3,0,16
1288160,112,3,2,18,15,47209,1,1,4
1288160,112,3,2,18,15,8309,2,1,16
1288160,112,3,2,18,15,31770,3,0,20
1288160,112,3,2,18,15,25146,4,0,7
1288160,112,3,2,18,15,2450,5,0,6
1191488,112,4,2,15,14,25146,1,1,7
1191488,112,4,2,15,14,30353,2,1,7
1191488,112,4,2,15,14,16759,3,0,4
1191488,112,4,2,15,14,45322,4,1,14
1191488,112,4,2,15,14,17419,5,0,3
182753,112,5,4,17,9,6656,1,1,3
182753,112,5,4,17,9,17419,2,1,3
182753,112,5,4,17,9,47209,3,1,4
182753,112,5,4,17,9,27122,4,0,16
639038,112,6,0,17,3,8309,1,1,16
639038,112,6,0,17,3,16759,2,1,4
639038,112,6,0,17,3,45322,3,1,14
639038,112,6,0,17,3,30353,4,1,7
639038,112,6,0,17,3,10603,5,0,12
639038,112,6,0,17,3,44786,6,0,19
639038,112,6,0,17,3,33135,7,0,16
1703258,112,7,5,10,5,38200,1,0,7
1703258,112,7,5,10,5,19173,2,0,7
1703258,112,7,5,10,5,47209,3,1,4
1703258,112,7,5,10,5,42585,4,0,20
1703258,112,7,5,10,5,45322,5,1,14
1703258,112,7,5,10,5,33135,6,1,16
1703258,112,7,5,10,5,27122,7,1,16
1703258,112,7,5,10,5,25272,8,0,4
1703258,112,7,5,10,5,22825,9,0,4
1703258,112,7,5,10,5,33443,10,0,4
1703258,112,7,5,10,5,35898,11,0,13
1703258,112,7,5,10,5,17461,12,0,12
1703258,112,7,5,10,5,13212,13,0,13
1703258,112,7,5,10,5,17795,14,0,4
1703258,112,7,5,10,5,1556,15,0,9
2036112,112,8,1,13,3,6656,1,1,3
2036112,112,8,1,13,3,45322,2,1,14
2036112,112,8,1,13,3,16759,3,1,4
2036112,112,8,1,13,3,25146,4,1,7
952832,112,9,6,15,5,47209,1,1,4
952832,112,9,6,15,5,45322,2,1,14
952832,112,9,6,15,5,16759,3,1,4
952832,112,9,6,15,5,22825,4,1,4
952832,112,9,6,15,5,27122,5,1,16
952832,112,9,6,15,5,10603,6,1,12
952832,112,9,6,15,5,39275,7,0,4
952832,112,9,6,15,5,35898,8,1,13
952832,112,9,6,15,5,42585,9,1,20
952832,112,9,6,15,5,49058,10,0,13
1367085,112,10,4,18,5,45322,1,1,14
1367085,112,10,4,18,5,16759,2,1,4
1367085,112,10,4,18,5,24799,3,1,16
1367085,112,10,4,18,5,13263,4,0,16
1367085,112,10,4,18,5,28465,5,0,16
1367085,112,10,4,18,5,27122,6,1,16
1367085,112,10,4,18,5,39275,7,1,4
1367085,112,10,4,18,5,33135,8,1,16
1367085,112,10,4,18,5,44632,9,0,7
1367085,112,10,4,18,5,40706,10,0,4
1367085,112,10,4,18,5,35939,11,0,4
1367085,112,10,4,18,5,30720,12,0,4
1367085,112,10,4,18,5,34005,13,0,4
1367085,112,10,4,18,5,10305,14,0,4
1367085,112,10,4,18,5,11777,15,0,4
1087318,112,11,2,13,5,16759,1,1,4
1087318,112,11,2,13,5,45322,2,1,14
1087318,112,11,2,13,5,27122,3,1,16
1087318,112,11,2,13,5,25146,4,1,7
1087318,112,11,2,13,5,39275,5,1,4
1087318,112,11,2,13,5,35939,6,1,4
1087318,112,11,2,13,5,40706,7,1,4
1882807,112,12,6,17,18,45322,1,1,14
1882807,112,12,6,17,18,16759,2,1,4
1882807,112,12,6,17,18,25146,3,1,7
1882807,112,12,6,17,18,33135,4,1,16
1882807,112,12,6,17,18,14711,5,0,11
1882807,112,12,6,17,18,35939,6,1,4
1882807,112,12,6,17,18,10603,7,1,12
1882807,112,12,6,17,18,30720,8,1,4
1882807,112,12,6,17,18,17419,9,1,3
1882807,112,12,6,17,18,21802,10,0,20
2077275,112,13,4,13,5,40706,1,1,4
2077275,112,13,4,13,5,35898,2,1,13
2077275,112,13,4,13,5,46708,3,0,16
2077275,112,13,4,13,5,38312,4,0,16
2077275,112,13,4,13,5,15984,5,0,16
2077275,112,13,4,13,5,45167,6,0,16
3371572,112,14,6,9,2,35939,1,1,4
3371572,112,14,6,9,2,24221,2,0,4
3371572,112,14,6,9,2,35898,3,1,13
3371572,112,14,6,9,2,27966,4,0,4
3371572,112,14,6,9,2,31343,5,0,16
3371572,112,14,6,9,2,25718,6,0,7
3371572,112,14,6,9,2,33454,7,0,7
3371572,112,14,6,9,2,34050,8,0,7
3371572,112,14,6,9,2,47209,9,1,4
3094724,112,15,2,12,3,16759,1,1,4
3094724,112,15,2,12,3,39275,2,1,4
887098,112,16,4,17,2,18594,1,0,16
887098,112,16,4,17,2,35898,2,1,13
887098,112,16,4,17,2,17284,3,0,4
887098,112,16,4,17,2,47965,4,0,19
3187305,112,17,4,12,7,35939,1,1,4
3187305,112,17,4,12,7,40706,2,1,4
3187305,112,17,4,12,7,21070,3,0,19
3187305,112,17,4,12,7,22825,4,1,4
3187305,112,17,4,12,7,30720,5,1,4
3187305,112,17,4,12,7,21125,6,0,14
3171492,112,18,0,16,17,16759,1,1,4
3171492,112,18,0,16,17,35939,2,1,4
3171492,112,18,0,16,17,34530,3,0,12
3171492,112,18,0,16,17,41950,4,0,4
3171492,112,18,0,16,17,28842,5,0,4
3171492,112,18,0,16,17,1025,6,0,4
3171492,112,18,0,16,17,13984,7,0,4
3171492,112,18,0,16,17,22825,8,1,4
3171492,112,18,0,16,17,34422,9,0,9
443946,112,19,6,9,6,10070,1,0,16
443946,112,19,6,9,6,32308,2,0,2
102218,112,20,1,15,30,24221,1,1,4
102218,112,20,1,15,30,28199,2,1,4
102218,112,20,1,15,30,30353,3,1,7
102218,112,20,1,15,30,47209,4,1,4
102218,112,20,1,15,30,35898,5,1,13
102218,112,20,1,15,30,17284,6,1,4
102218,112,20,1,15,30,35939,7,1,4
102218,112,20,1,15,30,30720,8,1,4
1539802,112,21,1,17,7,45066,1,0,4
1539802,112,21,1,17,7,8309,2,1,16
1539802,112,21,1,17,7,30353,3,1,7
1539802,112,21,1,17,7,35898,4,1,13
1539802,112,21,1,17,7,17284,5,1,4
594895,112,22,1,11,7,28199,1,1,4
594895,112,22,1,11,7,17795,2,1,4
594895,112,22,1,11,7,17284,3,1,4
632430,112,23,5,15,4,13212,1,1,13
2298220,112,24,0,18,2,24221,1,1,4
2298220,112,24,0,18,2,30353,2,1,7
2298220,112,24,0,18,2,47209,3,1,4
2298220,112,24,0,18,2,24799,4,1,16
2298220,112,24,0,18,2,13263,5,1,16
2298220,112,24,0,18,2,35939,6,1,4
1873854,112,25,5,15,5,47209,1,1,4
3378311,112,26,3,11,5,24221,1,1,4
3378311,112,26,3,11,5,47209,2,1,4
3378311,112,26,3,11,5,24799,3,1,16
3378311,112,26,3,11,5,35939,4,1,4
2438150,113,1,3,10,,15680,1,0,17
77613,113,2,3,22,7,15680,1,1,17
1604284,113,3,5,17,9,15680,1,1,17
780226,113,4,4,13,13,15680,1,1,17
1197224,113,5,5,22,22,15680,1,1,17
2880454,114,1,1,15,,18465,1,0,16
2880454,114,1,1,15,,47209,2,0,4
2880454,114,1,1,15,,31477,3,0,19
2880454,114,1,1,15,,13176,4,0,4
2880454,114,1,1,15,,39877,5,0,4
2880454,114,1,1,15,,30391,6,0,4
2880454,114,1,1,15,,21903,7,0,4
2880454,114,1,1,15,,40706,8,0,4
2880454,114,1,1,15,,44683,9,0,4
2880454,114,1,1,15,,48450,10,0,9
2880454,114,1,1,15,,41593,11,0,16
2880454,114,1,1,15,,21616,12,0,4
2880454,114,1,1,15,,17794,13,0,4
2880454,114,1,1,15,,48679,14,0,4
2880454,114,1,1,15,,46979,15,0,4
2880454,114,1,1,15,,10749,16,0,4
2880454,114,1,1,15,,43768,17,0,4
977610,114,2,0,8,6,39877,1,1,4
977610,114,2,0,8,6,18465,2,1,16
977610,114,2,0,8,6,40706,3,1,4
977610,114,2,0,8,6,13176,4,1,4
977610,114,2,0,8,6,30391,5,1,4
977610,114,2,0,8,6,43768,6,1,4
977610,114,2,0,8,6,21903,7,1,4
977610,114,2,0,8,6,35883,8,0,15
977610,114,2,0,8,6,38739,9,0,4
977610,114,2,0,8,6,10017,10,0,12
977610,114,2,0,8,6,47626,11,0,4
977610,114,2,0,8,6,46979,12,1,4
977610,114,2,0,8,6,2067,13,0,19
977610,114,2,0,8,6,46229,14,0,19
977610,114,2,0,8,6,1712,15,0,19
977610,114,2,0,8,6,44683,16,1,4
977610,114,2,0,8,6,25886,17,0,9
62381,114,3,0,12,7,39877,1,1,4
62381,114,3,0,12,7,21903,2,1,4
62381,114,3,0,12,7,18465,3,1,16
62381,114,3,0,12,7,40706,4,1,4
62381,114,3,0,12,7,43768,5,1,4
62381,114,3,0,12,7,30391,6,1,4
62381,114,3,0,12,7,38739,7,1,4
62381,114,3,0,12,7,25890,8,0,12
62381,114,3,0,12,7,48679,9,1,4
62381,114,3,0,12,7,27156,10,0,15
62381,114,3,0,12,7,10749,11,1,4
62381,114,3,0,12,7,22935,12,0,4
62381,114,3,0,12,7,47626,13,1,4
62381,114,3,0,12,7,17794,14,1,4
62381,114,3,0,12,7,19049,15,0,4
62381,114,3,0,12,7,46667,16,0,4
62381,114,3,0,12,7,45535,17,0,15
62381,114,3,0,12,7,49075,18,0,1
62381,114,3,0,12,7,16797,19,0,4
62381,114,3,0,12,7,39928,20,0,4
1798152,114,4,5,10,12,39877,1,1,4
1798152,114,4,5,10,12,13176,2,1,4
1798152,114,4,5,10,12,38739,3,1,4
1798152,114,4,5,10,12,48679,4,1,4
1798152,114,4,5,10,12,22935,5,1,4
1798152,114,4,5,10,12,41950,6,0,4
1798152,114,4,5,10,12,5876,7,0,4
1798152,114,4,5,10,12,21903,8,1,4
1798152,114,4,5,10,12,32465,9,0,4
1798152,114,4,5,10,12,6860,10,0,13
1798152,114,4,5,10,12,18465,11,1,16
1798152,114,4,5,10,12,26940,12,0,4
814015,115,1,0,17,,40351,1,0,3
814015,115,1,0,17,,48127,2,0,3
814015,115,1,0,17,,9365,3,0,3
814015,115,1,0,17,,44622,4,0,16
814015,115,1,0,17,,18441,5,0,13
814015,115,1,0,17,,18418,6,0,7
3253442,115,2,6,17,27,40351,1,1,3
351263,115,3,0,12,22,27344,1,0,20
351263,115,3,0,12,22,38205,2,0,9
351263,115,3,0,12,22,48127,3,1,3
2895282,115,4,6,17,13,46720,1,0,15
2895282,115,4,6,17,13,28928,2,0,20
2895282,115,4,6,17,13,18656,3,0,4
226383,115,5,2,18,30,17789,1,0,16
3321326,115,6,5,14,10,16609,1,0,15
3321326,115,6,5,14,10,18811,2,0,7
3321326,115,6,5,14,10,35076,3,0,13
3321326,115,6,5,14,10,26476,4,0,13
3321326,115,6,5,14,10,40516,5,0,4
3321326,115,6,5,14,10,26201,6,0,1
3321326,115,6,5,14,10,19250,7,0,13
3321326,115,6,5,14,10,35425,8,0,3
3321326,115,6,5,14,10,37053,9,0,13
3321326,115,6,5,14,10,4664,10,0,1
3321326,115,6,5,14,10,4799,11,0,16
3321326,115,6,5,14,10,2314,12,0,16
3321326,115,6,5,14,10,7963,13,0,1
3321326,115,6,5,14,10,5876,14,0,4
3321326,115,6,5,14,10,1546,15,0,13
150025,115,7,3,19,26,48127,1,1,3
150025,115,7,3,19,26,16609,2,1,15
150025,115,7,3,19,26,35425,3,1,3
150025,115,7,3,19,26,16083,4,0,16
405959,115,8,0,11,25,48127,1,1,3
405959,115,8,0,11,25,42958,2,0,3
405959,115,8,0,11,25,35425,3,1,3
405959,115,8,0,11,25,33037,4,0,3
405959,115,8,0,11,25,16083,5,1,16
405959,115,8,0,11,25,27845,6,0,16
405959,115,8,0,11,25,42110,7,0,9
405959,115,8,0,11,25,36772,8,0,9
405959,115,8,0,11,25,39966,9,0,9
405959,115,8,0,11,25,42317,10,0,9
405959,115,8,0,11,25,12125,11,0,9
405959,115,8,0,11,25,26133,12,0,9
3278419,115,9,4,18,4,46720,1,1,15
3278419,115,9,4,18,4,38383,2,0,4
3278419,115,9,4,18,4,10,3,0,7
3278419,115,9,4,18,4,1787,4,0,6
3278419,115,9,4,18,4,31717,5,0,4
1586517,115,10,6,14,9,48628,1,0,3
1586517,115,10,6,14,9,40310,2,0,20
1586517,115,10,6,14,9,42265,3,0,4
1586517,115,10,6,14,9,30489,4,0,20
1586517,115,10,6,14,9,24184,5,0,4
1586517,115,10,6,14,9,21850,6,0,1
3347069,115,11,5,14,6,6343,1,0,1
3347069,115,11,5,14,6,45679,2,0,9
3347069,115,11,5,14,6,39966,3,1,9
3347069,115,11,5,14,6,18578,4,0,9
3347069,115,11,5,14,6,44283,5,0,15
3347069,115,11,5,14,6,26751,6,0,9
3347069,115,11,5,14,6,4193,7,0,9
3347069,115,11,5,14,6,29287,8,0,9
3347069,115,11,5,14,6,8518,9,0,4
3347069,115,11,5,14,6,9839,10,0,4
3347069,115,11,5,14,6,6860,11,0,13
2617020,115,12,0,15,9,35951,1,0,16
2617020,115,12,0,15,9,5652,2,0,4
2617020,115,12,0,15,9,21903,3,0,4
2617020,115,12,0,15,9,8518,4,1,4
2617020,115,12,0,15,9,24964,5,0,4
2617020,115,12,0,15,9,1787,6,1,6
2617020,115,12,0,15,9,794,7,0,6
2617020,115,12,0,15,9,46720,8,1,15
2617020,115,12,0,15,9,26201,9,1,1
2617020,115,12,0,15,9,34530,10,0,12
2617020,115,12,0,15,9,12500,11,0,1
2617020,115,12,0,15,9,19250,12,1,13
3370391,116,1,0,5,,9605,1,0,14
3370391,116,1,0,5,,22667,2,0,3
3370391,116,1,0,5,,46049,3,0,19
3370391,116,1,0,5,,25843,4,0,19
3370391,116,1,0,5,,38906,5,0,1
3370391,116,1,0,5,,23233,6,0,3
1115121,116,2,0,17,14,24852,1,0,4
1115121,116,2,0,17,14,13627,2,0,7
1115121,116,2,0,17,14,12397,3,0,7
1115121,116,2,0,17,14,15485,4,0,7
1115121,116,2,0,17,14,25464,5,0,17
1221109,116,3,4,16,25,24852,1,1,4
1221109,116,3,4,16,25,22667,2,1,3
1221109,116,3,4,16,25,16026,3,0,5
1765618,116,4,6,6,9,25464,1,1,17
1765618,116,4,6,6,9,42117,2,0,17
1765618,116,4,6,6,9,12615,3,0,7
1765618,116,4,6,6,9,19488,4,0,17
1765618,116,4,6,6,9,18482,5,0,5
3307561,116,5,5,17,13,33389,1,0,6
3307561,116,5,5,17,13,13627,2,1,7
3307561,116,5,5,17,13,30233,3,0,16
3307561,116,5,5,17,13,34234,4,0,16
3307561,116,5,5,17,13,45190,5,0,5
2224236,116,6,1,4,10,14987,1,0,1
2289023,117,1,3,17,,18721,1,0,19
2289023,117,1,3,17,,32455,2,0,19
2289023,117,1,3,17,,6427,3,0,1
2289023,117,1,3,17,,47141,4,0,7
2289023,117,1,3,17,,27546,5,0,11
2289023,117,1,3,17,,34986,6,0,19
3372845,117,2,1,12,30,30073,1,0,17
3372845,117,2,1,12,30,35697,2,0,17
3372845,117,2,1,12,30,37465,3,0,1
3372845,117,2,1,12,30,10544,4,0,17
3372845,117,2,1,12,30,20540,5,0,11
3372845,117,2,1,12,30,17600,6,0,16
3372845,117,2,1,12,30,32939,7,0,17
3372845,117,2,1,12,30,26857,8,0,17
3372845,117,2,1,12,30,37229,9,0,17
3372845,117,2,1,12,30,43262,10,0,13
3372845,117,2,1,12,30,22275,11,0,6
3372845,117,2,1,12,30,29503,12,0,7
3372845,117,2,1,12,30,31308,13,0,11
3372845,117,2,1,12,30,43990,14,0,11
3372845,117,2,1,12,30,15871,15,0,11
3372845,117,2,1,12,30,2205,16,0,13
3372845,117,2,1,12,30,24291,17,0,11
3372845,117,2,1,12,30,49191,18,0,7
1596327,117,3,3,6,30,37465,1,1,1
1596327,117,3,3,6,30,10544,2,1,17
1596327,117,3,3,6,30,32939,3,1,17
1596327,117,3,3,6,30,26857,4,1,17
1596327,117,3,3,6,30,37229,5,1,17
1596327,117,3,3,6,30,14381,6,0,19
1596327,117,3,3,6,30,46881,7,0,19
1596327,117,3,3,6,30,29503,8,1,7
1596327,117,3,3,6,30,31848,9,0,19
1596327,117,3,3,6,30,270,10,0,17
1596327,117,3,3,6,30,2097,11,0,17
1596327,117,3,3,6,30,3007,12,0,11
1596327,117,3,3,6,30,24291,13,1,11
1255531,117,4,5,14,30,37465,1,1,1
1255531,117,4,5,14,30,10544,2,1,17
1255531,117,4,5,14,30,27288,3,0,13
1255531,117,4,5,14,30,32939,4,1,17
1255531,117,4,5,14,30,17627,5,0,16
1255531,117,4,5,14,30,43262,6,1,13
1255531,117,4,5,14,30,19468,7,0,13
1255531,117,4,5,14,30,14381,8,1,19
1255531,117,4,5,14,30,19192,9,0,9
1255531,117,4,5,14,30,5077,10,0,3
1255531,117,4,5,14,30,29503,11,1,7
1255531,117,4,5,14,30,270,12,1,17
1255531,117,4,5,14,30,2097,13,1,17
1255531,117,4,5,14,30,3407,14,0,16
1255531,117,4,5,14,30,27233,15,0,1
1255531,117,4,5,14,30,43990,16,1,11
1255531,117,4,5,14,30,10558,17,0,14
1255531,117,4,5,14,30,10442,18,0,16
1255531,117,4,5,14,30,34986,19,1,19
2116172,117,5,0,16,30,29503,1,1,7
2116172,117,5,0,16,30,14381,2,1,19
2116172,117,5,0,16,30,34986,3,1,19
2116172,117,5,0,16,30,32939,4,1,17
2116172,117,5,0,16,30,39491,5,0,19
1505236,117,6,5,14,5,29503,1,1,7
1505236,117,6,5,14,5,14381,2,1,19
1505236,117,6,5,14,5,34986,3,1,19
1505236,117,6,5,14,5,39491,4,1,19
1505236,117,6,5,14,5,46766,5,0,1
3161671,117,7,4,16,20,29503,1,1,7
3161671,117,7,4,16,20,49258,2,0,11
3161671,117,7,4,16,20,31014,3,0,17
3161671,117,7,4,16,20,32700,4,0,16
3161671,117,7,4,16,20,15161,5,0,7
3161671,117,7,4,16,20,4575,6,0,19
3161671,117,7,4,16,20,45622,7,0,17
3161671,117,7,4,16,20,43990,8,1,11
3161671,117,7,4,16,20,43879,9,0,1
3161671,117,7,4,16,20,8047,10,0,1
3161671,117,7,4,16,20,22275,11,1,6
3161671,117,7,4,16,20,45388,12,0,16
3161671,117,7,4,16,20,25227,13,0,16
3161671,117,7,4,16,20,19468,14,1,13
3161671,117,7,4,16,20,28388,15,0,19
