company,condition,street,type,code,code_name,total_cnt,amt,new_cnt,loss_cnt
(주)래딕스파트너스,1,서울특별시 마포구 도화동,1,749100,고용 알선업,423,80421200,19,24
페이레터(주),1,서울특별시 강남구 역삼동,1,642002,통신 재판매업,118,34096640,1,1
(주)에스에너지,1,경기도 성남시 분당구 삼평동,1,311002,전동기 및 발전기 제조업,150,38611380,0,8
파이낸셜뉴스신문(주),1,서울특별시 영등포구 여의도동,1,743002,광고 대행업,196,69991140,1,1
씨아이솔루션(주),1,경기도 과천시 과천동,1,722000,응용 소프트웨어 개발 및 공급업,104,24893480,1,3
써모피셔사이언티픽솔루션스 유한회사,1,서울특별시 강남구 수서동,1,515090,기타 산업용 기계 및 장비 도매업,349,133513820,2,4
(주)에이치알비엠에스,1,서울특별시 광진구 중곡동,1,741400,경영 컨설팅업,130,22241100,19,11
(주)유니디아,1,서울특별시 영등포구 양평동3가,1,300100,컴퓨터 제조업,202,44169300,3,2
에이스종합관리(주),1,서울특별시 구로구 구로동,1,702003,비주거용 부동산 관리업,202,42604900,16,9
롯데쇼핑(주)롯데슈퍼사업본부,1,서울특별시 송파구 신천동,1,521100,슈퍼마켓,5913,1119418540,42,154
(주)이엔에프테크놀로지,1,경기도 용인시 기흥구 공세동,1,242901,접착제 및 젤라틴 제조업,507,157132280,16,9
제노레이(주),1,경기도 성남시 중원구 상대원동,1,331100,전기식 진단 및 요법 기기 제조업,219,63173520,6,2
네오싸이언(주),1,서울특별시 마포구 상암동,1,519111,상품 종합 도매업,252,74380700,3,16
(주)토마토시스템,1,서울특별시 강남구 논현동,1,722000,응용 소프트웨어 개발 및 공급업,199,54885180,2,6
(주)고우넷,1,서울특별시 성동구 성수동2가,1,515050,컴퓨터 및 주변장치  소프트웨어 도매업,126,32074160,2,1
(주)디에이그룹엔지니어링종합건축사사무소,1,서울특별시 강남구 대치동,1,742104,기타 엔지니어링 서비스업,398,130006860,6,10
국립재난안전연구원,1,울산광역시 중구 교동,1,999999,BIZ_NO미존재사업장,131,31190640,1,1
주식회사플랫폼,1,서울특별시 강남구 논현동,1,513141,신발 도매업,176,39798760,4,5
(주)포탈하이웨이,1,서울특별시 서초구 방배동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,104,32706780,0,0
이지케어텍(주),1,서울특별시 중구 광희동1가,1,515050,컴퓨터 및 주변장치  소프트웨어 도매업,412,141800740,5,4
현대글로비스(주),1,서울특별시 강남구 역삼동,1,630901,택배업,1432,580682900,9,5
(주)코압섹,1,서울특별시 강서구 방화동,1,749200,경비 및 경호 서비스업,120,24010240,0,5
공항철도(주),1,인천광역시 서구 검암동,1,451200,기타 토목 시설물 건설업,507,188192920,0,1
한국자산신탁(주),1,서울특별시 강남구 역삼동,1,659900,기타 금융 투자업,182,74878840,2,2
한국남동발전(주),1,경상남도 진주시 충무공동,1,401000,태양력 발전업,2436,988893060,3,22
수퍼맨파워(주),1,서울특별시 서초구 서초동,1,749100,고용 알선업,171,31394120,4,15
디포커스(주),1,서울특별시 성동구 성수동2가,1,722000,응용 소프트웨어 개발 및 공급업,134,40884520,2,4
동원엔터프라이즈(주),1,서울특별시 서초구 양재동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,165,56010080,1,2
한국전력거래소,1,전라남도 나주시 빛가람동,1,741400,경영 컨설팅업,503,176593900,1,5
(주)코리아센터,1,서울특별시 금천구 가산동,1,722000,응용 소프트웨어 개발 및 공급업,384,104053740,10,8
(주)한우리종합컨설팅,1,서울특별시 강동구 길동,1,749300,건축물 일반 청소업,887,136134680,64,55
쿠도커뮤니케이션주식회사,1,서울특별시 서초구 서초동,1,722000,응용 소프트웨어 개발 및 공급업,194,61043940,5,2
인피니언테크놀로지스코리아 유한회사,1,서울특별시 강남구 대치동,1,741400,경영 컨설팅업,181,75140520,3,1
현대홈쇼핑(주),1,서울특별시 강동구 천호동,1,921304,방송 프로그램 제작업,906,311896980,9,8
악조노벨인더스트리얼코팅 유한회사,1,경기도 안산시 상록구 사동,1,242204,일반용 도료 및 관련제품 제조업,174,67484580,0,9
주식회사케이프라이드,1,강원도 횡성군 우천면,1,151101,육류 도축업(가금류 제외),192,34926160,16,8
에이제이카리안서비스주식회사,1,서울특별시 송파구 문정동,1,749921,그 외 기타 분류 안된 사업 지원 서비스업,118,27887820,5,0
한국동서발전(주),1,울산광역시 중구 북정동,1,401000,태양력 발전업,2414,998863840,11,12
한국남부발전(주),1,부산광역시 남구 문현동,1,401000,태양력 발전업,2478,970099260,5,9
(주)엘지생활건강,1,서울특별시 종로구 신문로2가,1,242403,화장품 제조업,4500,1715593840,6,22
주식회사 메이트플러스,1,서울특별시 중구 을지로2가,1,702003,비주거용 부동산 관리업,145,51286000,2,1
주식회사 케이비에스엔,1,서울특별시 마포구 상암동,1,921302,지상파 방송업,164,62733000,1,0
삼진엠피에스(주),1,서울특별시 송파구 잠실동,1,749100,고용 알선업,185,45763280,4,2
(주)서남환경,1,서울특별시 강서구 마곡동,1,742104,기타 엔지니어링 서비스업,192,57209520,1,1
한국피앤지판매유한회사,1,서울특별시 영등포구 여의도동,1,513410,생활용 포장 및 위생용품  봉투 및 유사 제품 도매업,216,85440000,0,5
동양제철화학(주)군산공장,1,전라북도 군산시 소룡동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,486,211435060,0,0
(주)트랜스코스모스코리아,1,서울특별시 용산구 원효로1가,1,741300,시장 조사 및 여론 조사업,7414,1275693060,446,498
한국중부발전(주),1,충청남도 보령시 대천동,1,401000,태양력 발전업,2588,1031955140,8,16
한국수력원자력(주),1,경상북도 경주시 양북면,1,401000,태양력 발전업,12213,5003714340,20,79
한국서부발전(주),1,충청남도 태안군 태안읍,1,401000,태양력 발전업,2421,983577300,5,14
비스텔(주),1,서울특별시 서초구 양재동,1,722000,응용 소프트웨어 개발 및 공급업,253,85439760,5,1
서울재활병원,1,서울특별시 은평구 구산동,1,999999,BIZ_NO미존재사업장,218,54863540,0,6
커리어텍(주),1,서울특별시 강남구 역삼동,1,749100,고용 알선업,165,34211940,11,6
(주)파마리서치프로덕트,1,강원도 강릉시 대전동,1,741400,경영 컨설팅업,243,68232660,36,1
(주)중앙감정평가법인,1,서울특별시 서초구 서초동,1,702002,부동산 감정 평가업,109,37384960,0,2
(주)엔에스쇼핑,1,경기도 성남시 분당구 삼평동,1,525102,기타 통신 판매업,420,156099760,3,6
경희사이버대학교,1,서울특별시 동대문구 회기동,1,999999,BIZ_NO미존재사업장,281,34868740,7,41
(주)시아스,1,충청북도 청주시 흥덕구 옥산면,1,154901,커피 가공업,216,61331500,0,14
이수앱지스(주),1,경기도 성남시 분당구 삼평동,1,242309,의료용품 및 기타 의약 관련제품 제조업,162,56433100,1,9
(주)우리홈쇼핑,1,서울특별시 영등포구 양평동5가,1,525102,기타 통신 판매업,962,335459820,2,9
(주)다산제약,1,충청남도 아산시 도고면,1,242301,완제 의약품 제조업,142,43437340,4,3
(주) 머니투데이방송,1,서울특별시 영등포구 여의도동,1,921502,일반 영화 및 비디오물 제작업,158,47524540,5,2
유미특허법인,1,서울특별시 강남구 역삼동,1,741104,변리사업,183,65272920,4,1
더블유에스피아시아리미티드(영업소),1,서울특별시 강남구 청담동,1,742104,기타 엔지니어링 서비스업,114,43259740,5,2
바이오코아(주),1,서울특별시 금천구 가산동,1,730000,기타 인문 및 사회과학 연구개발업,115,32668220,5,2
성균관대학교,1,서울특별시 종로구 명륜3가,1,940909,기타자영업,251,51679120,8,9
주식회사 리앤한,1,부산광역시 기장군 정관읍,1,513121,남녀용 겉옷 및 셔츠 도매업,103,28968020,2,3
(주)디지탈옵틱,1,경기도 화성시 동탄면,1,730000,기타 인문 및 사회과학 연구개발업,104,32763200,0,1
주식회사앱코,1,서울특별시 강서구 마곡동,1,300100,컴퓨터 제조업,124,30574100,13,3
(사)한국건강관리협회서울특별시서부지부,1,서울특별시 강서구 화곡동,1,851907,그 외 기타 보건업,249,76912020,13,9
(주)프레인글로벌,1,서울특별시 중구 다동,1,749901,문서 작성업,190,48830280,6,5
(주)케이티아이에스,1,서울특별시 영등포구 여의도동,1,642001,무선 및 위성 통신업,7980,1645434280,253,280
(주)가온감정평가법인,1,서울특별시 송파구 문정동,1,940600,자문 감독 지도료 고문료 교정료,129,39648080,0,3
한미헬스케어(주),1,경기도 평택시 모곡동,1,519111,상품 종합 도매업,293,95671980,11,6
씨에스리더(주),1,서울특별시 강남구 논현동,1,743002,광고 대행업,585,151422640,3,16
델리에프에스(주),1,서울특별시 강남구 역삼동,1,552109,기관 구내식당업,217,37178760,6,19
주식회사코비젼,1,서울특별시 강서구 마곡동,1,722000,응용 소프트웨어 개발 및 공급업,184,58126640,2,4
스타럭스(주),1,서울특별시 강남구 삼성동,1,513950,가방 및 보호용 케이스 도매업,951,183990860,119,79
대한예수교장로회명성교회,1,서울특별시 강동구 명일동,1,999999,BIZ_NO미존재사업장,128,29865260,2,0
제일메디칼코퍼레이션(주),1,서울특별시 구로구 구로동,1,331100,전기식 진단 및 요법 기기 제조업,124,38800520,2,2
위니치(주),1,서울특별시 강남구 삼성동,1,741400,경영 컨설팅업,450,65730240,47,34
국립재활원,1,서울특별시 강북구 수유동,1,851101,요양병원,253,53770020,9,3
이트너스(주),1,경기도 성남시 분당구 삼평동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,544,133888600,12,16
가축위생방역지원본부,1,세종특별자치시   아름동,1, ,,137,39685520,6,23
월드유니텍(주),1,경기도 성남시 분당구 궁내동,1,519111,상품 종합 도매업,605,119852480,69,26
(주)사람과기술,1,서울특별시 강남구 역삼동,1,722000,응용 소프트웨어 개발 및 공급업,147,27317180,4,13
비엠더블유파이낸셜서비스코리아(주),1,서울특별시 중구 회현동2가,1,659201,국내은행,189,61072440,1,6
(주)텐바이텐,1,서울특별시 종로구 연건동,1,525101,전자상거래 소매업,202,42414140,6,33
젯아이씨(주),1,서울특별시 성동구 성수동1가,1,181201,가죽의복 제조업,108,30347400,4,4
(주)제이엠커리어,1,서울특별시 영등포구 문래동3가,1,741400,경영 컨설팅업,101,19902440,4,2
서울고등검찰청,1,서울특별시 서초구 서초동,1,999999,BIZ_NO미존재사업장,514,94273040,10,3
신한금융지주회사(주),1,서울특별시 중구 태평로2가,1,659900,기타 금융 투자업,166,71509700,2,0
(주)노랑풍선,1,서울특별시 중구 저동2가,1,630600,여행사업,475,111399280,27,11
(주)동특,1,서울특별시 영등포구 여의도동,1,602302,일반 화물 자동차 운송업,160,45521480,3,1
(사)한국직업건강간호협회,1,서울특별시 서초구 서초동,1,851907,그 외 기타 보건업,221,42315600,6,2
현대로템 주식회사,1,경상남도 창원시  의창구 대원동,1,352000,철도 차량 부품 및 관련 장치물 제조업,3207,1358999280,5,16
(주)자우플라테크,1,경상남도 창원시  마산회원구 양덕동,1,321000,기타 반도체 소자 제조업,106,25576380,0,2
동아닷컴(주),1,서울특별시 서대문구 충정로3가,1,642002,통신 재판매업,107,33664060,1,2
주식회사코람코자산신탁,1,서울특별시 강남구 삼성동,1,659900,기타 금융 투자업,193,72149660,16,7
네오플(주),1,제주특별자치도 제주시 노형동,1,722000,응용 소프트웨어 개발 및 공급업,845,336853480,20,13
(주)아이코닉스,1,경기도 성남시 분당구 삼평동,1,381002,,168,52474880,5,1
(주)이크레더블,1,서울특별시 구로구 구로동,1,723000,자료 처리업,181,63852360,4,3
토탈에스이엠시스템(주),1,서울특별시 영등포구 당산동4가,1,749300,건축물 일반 청소업,213,41042920,9,5
(주)고세코리아,1,서울특별시 강남구 삼성동,1,513320,화장품 및 화장용품 도매업,224,54817820,0,5
한국필의료재단(의),1,서울특별시 강동구 성내동,1,851907,그 외 기타 보건업,189,41547660,8,2
(주)종근당바이오,1,서울특별시 서대문구 충정로3가,1,242309,의료용품 및 기타 의약 관련제품 제조업,478,177223080,18,3
현담테크 주식회사,1,충청남도 아산시 염치읍,1,503003,자동차 중고 부품 및 내장품 판매업,218,61580760,1,1
(주)미성에스엔피,1,서울특별시 영등포구 당산동3가,1,749200,경비 및 경호 서비스업,411,78669460,24,14
조이슨세이프티시스템스코리아주식회사,1,경기도 화성시 장안면,1,343000,그 외 자동차용 신품 부품 제조업,144,47399960,0,3
세종사이버대학교,1,서울특별시 광진구 군자동,1, ,,139,19749700,6,2
세안텍스(주),1,서울특별시 송파구 문정동,1,702003,비주거용 부동산 관리업,682,143659940,29,26
브리티쉬아메리칸토바코코리아제조(주),1,경상남도 사천시 사남면,1,160000,담배제품 제조업,458,160043100,2,9
(주)코아뱅크,1,서울특별시 송파구 잠실동,1,722000,응용 소프트웨어 개발 및 공급업,114,32041740,1,3
(주)데이터스트림즈,1,서울특별시 서초구 서초동,1,722000,응용 소프트웨어 개발 및 공급업,174,52291680,4,3
주식회사 푸드테크,1,서울특별시 강남구 대치동,1,722000,응용 소프트웨어 개발 및 공급업,111,28475140,5,3
(주)미래새한감정평가법인,1,서울특별시 송파구 문정동,1,702002,부동산 감정 평가업,145,46368960,1,1
유비벨록스(주),1,서울특별시 구로구 구로동,1,724000,데이터베이스 및 온라인 정보 제공업,277,84202640,3,3
한국미쓰비시엘리베이터(주),1,서울특별시 영등포구 여의도동,1,291502,기타 물품 취급장비 제조업,750,244685100,3,4
(주)롯데아사히주류,1,서울특별시 서초구 서초동,1,512252,주류 도매업,104,36793340,2,1
코오롱생명과학(주),1,서울특별시 강서구 마곡동,1,242309,의료용품 및 기타 의약 관련제품 제조업,154,58526980,3,2
(주)엘에스케이글로벌파마서비스,1,서울특별시 중구 충무로1가,1,730000,기타 인문 및 사회과학 연구개발업,282,91920580,9,3
(주)아메바,1,서울특별시 강남구 논현동,1,722000,응용 소프트웨어 개발 및 공급업,121,28527560,4,4
유니크대성(주),1,경기도 포천시 신북면,1,291902,산업용 냉장 및 냉동장비 제조업,230,46338940,6,6
(주)씨티케이코스메틱스,1,서울특별시 서초구 서초동,1,513230,생활용 유리ㆍ요업ㆍ목재ㆍ금속제품 및 날붙이 도매업,117,38018600,3,2
서울특별시송파구시설관리공단,1,서울특별시 송파구 문정동,1,703012,주거용 건물 개발 및 공급업,181,52324240,3,20
(주)펨트론,1,서울특별시 금천구 가산동,1,722000,응용 소프트웨어 개발 및 공급업,170,44099320,11,1
하이즈항공(주),1,경상남도 사천시 사남면,1,353000,항공기용 부품 제조업,487,128100180,4,8
스탭포유(주),1,서울특별시 중구 필동2가,1,749100,고용 알선업,285,46971140,13,18
이촌회계법인,1,서울특별시 영등포구 여의도동,1,741202,공인회계사업,189,66870260,11,3
(주)에스앤아이코퍼레이션,1,서울특별시 강서구 마곡동,1,701201,비주거용 건물 임대업(점포  자기땅),2031,761943100,22,30
에이치디에스 주식회사,1,서울특별시 서초구 양재동,1,749200,경비 및 경호 서비스업,1530,414615700,22,513
(주)포어링크,1,서울특별시 금천구 가산동,1,515060,통신ㆍ방송장비 및 부품 도매업,143,36873520,3,3
인밸류비즈(주),1,서울특별시 영등포구 영등포동8가,1,722000,응용 소프트웨어 개발 및 공급업,106,27968820,4,5
현대알루미늄(주),1,충청남도 논산시 가야곡면,1,452102,유리 및 창호 공사업,142,45607580,7,2
비아트론(주),1,경기도 수원시 권선구 고색동,1,291902,산업용 냉장 및 냉동장비 제조업,128,43202560,4,2
코리아이플랫폼(주),1,서울특별시 강남구 개포동,1,749924,,175,52068360,0,6
금호개발상사(주),1,서울특별시 중구 수표동,1,519111,상품 종합 도매업,225,52748080,1,0
세틀뱅크(주),1,서울특별시 강남구 역삼동,1,724000,데이터베이스 및 온라인 정보 제공업,118,43499780,8,3
(주)피씨엔,1,서울특별시 강남구 논현동,1,722000,응용 소프트웨어 개발 및 공급업,111,30806000,9,3
(주)소니인터터랙티브엔터테인먼트코리아,1,서울특별시 강남구 역삼동,1,722000,응용 소프트웨어 개발 및 공급업,145,34814700,5,6
주식회사휴먼코아,1,서울특별시 송파구 문정동,1,749100,고용 알선업,783,143281760,34,54
현대엠시트(주),1,충청남도 아산시 신창면,1,343000,그 외 자동차용 신품 부품 제조업,262,110973920,4,1
휴젤(주),1,강원도 춘천시 신북읍,1,515080,의료 기기 도매업,424,137525080,9,8
(주)엘림비엠에스,1,서울특별시 동대문구 신설동,1,712200,기타 운송장비 임대업,565,95374620,31,31
한국시거스(주),1,서울특별시 양천구 목동,1,452104,배관 및 냉ㆍ난방 공사업,100,29234080,0,4
(주)삼천리이엔지,1,서울특별시 영등포구 여의도동,1,514361,철물  금속 파스너 및 수공구 도매업,541,133729560,27,20
이니스트바이오제약(주),1,경기도 화성시 향남읍,1,242301,완제 의약품 제조업,263,84425680,3,14
(주)아이스크림미디어,1,경기도 성남시 분당구 삼평동,1,921501,광고 영화 및 비디오물 제작업,164,46099020,1,6
미도컴퍼니(주),1,서울특별시 금천구 가산동,1,181201,가죽의복 제조업,100,28395260,0,2
주식회사 동해종합기술공사,1,서울특별시 성동구 성수동2가,1,742104,기타 엔지니어링 서비스업,428,140332000,20,15
슈나이더일렉트릭코리아 주식회사,1,서울특별시 강서구 마곡동,1,312000,배전반 및 전기 자동제어반 제조업,303,118654380,2,3
아이티메이트(주),1,서울특별시 송파구 문정동,1,722000,응용 소프트웨어 개발 및 공급업,160,38689040,8,11
(주)비상교육,1,서울특별시 구로구 구로동,1,722000,응용 소프트웨어 개발 및 공급업,610,188185900,11,11
에이앤디신용정보(주),1,서울특별시 영등포구 문래동3가,1,671900,그 외 기타 금융 지원 서비스업,488,116396720,14,7
중소기업기술정보진흥원,1,대전광역시 유성구 도룡동,1, ,,207,66505020,0,0
한양사이버대학교,1,서울특별시 성동구 행당동,1, ,,141,21603500,6,9
식품의약품안전평가원,1,충청북도 청주시 흥덕구 오송읍,1,999999,BIZ_NO미존재사업장,532,115819840,12,13
코스맥스엔비티(주),1,서울특별시 강남구 역삼동,1,154903,건강 보조용 액화식품 제조업,556,136915480,27,17
오토플러스(주),1,서울특별시 영등포구 양평동4가,1,502001,,319,77499940,13,8
(주)신의개발,1,서울특별시 영등포구 여의도동,1,749300,건축물 일반 청소업,104,19305340,5,4
서울대학교생활협동조합,1,서울특별시 관악구 신림동,1,512260,비알코올 음료 도매업,191,41924840,0,2
주식회사 제닉,1,경기도 성남시 분당구 삼평동,1,242403,화장품 제조업,189,45300360,3,1
엘지전자(주),1,서울특별시 영등포구 여의도동,1,293001,주방용 전기 기기 제조업,40070,16425526440,172,226
(주)이디야,1,서울특별시 강남구 논현동,1,512289,수산물 가공식품 도매업,442,129751480,12,12
(주)에스지 다인힐,1,서울특별시 강남구 신사동,1,741400,경영 컨설팅업,154,33818900,9,10
슈어소프트테크(주),1,서울특별시 강남구 대치동,1,722000,응용 소프트웨어 개발 및 공급업,260,75064800,5,5
유퍼스트보험마케팅(주),1,서울특별시 중구 남대문로5가,1,672000,보험 대리 및 중개업,258,50935160,8,4
굿어스(주),1,서울특별시 강남구 삼성동,1,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,212,59082940,3,5
(주) 에듀윌,1,서울특별시 구로구 구로동,1,809005,일반 교과학원,639,173303780,27,10
세이브존아이앤씨,1,서울특별시 노원구 하계동,1,519910,상품 종합 도매업,218,70443780,6,13
(주)디지털플러스시스템,1,서울특별시 영등포구 문래동3가,1,722000,응용 소프트웨어 개발 및 공급업,130,31152700,0,0
피엔에이링크(주),1,서울특별시 강남구 삼성동,1,725000,컴퓨터 및 주변 기기 수리업,442,73427620,26,35
가람푸드써비스주식회사,1,서울특별시 서초구 양재동,1,552109,기관 구내식당업,342,40510020,202,21
(주)코바스,1,경기도 파주시 신촌동,1,519111,상품 종합 도매업,112,31914440,2,0
서운에스엠(주),1,서울특별시 성동구 용답동,1,702003,비주거용 부동산 관리업,458,94990220,16,16
(주)김앤드이,1,서울특별시 강남구 도곡동,1,452104,배관 및 냉ㆍ난방 공사업,117,41224720,2,0
어플라이드 머티어리얼즈 코리아(주),1,경기도 성남시 분당구 야탑동,1,321000,기타 반도체 소자 제조업,1569,635406000,37,3
한국정보통신기술협회,1,경기도 성남시 분당구 서현동,1,221100,일반 서적 출판업,380,148687560,4,2
대현회계법인,1,서울특별시 광진구 자양동,1,741201,세무사업,174,55210180,6,4
(주)엔케이맥스,1,경기도 성남시 분당구 정자동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,138,35931460,5,0
고영테크놀러지(주),1,서울특별시 금천구 가산동,1,331201,물질 검사  측정 및 분석 기구 제조업,462,177625160,0,6
주한미국대사관,1,서울특별시 종로구 세종로,1,999999,BIZ_NO미존재사업장,280,84070260,2,1
제주국제자유도시개발센터,1,제주특별자치도 제주시 영평동,1,523131,화장품  비누 및 방향제 소매업,249,83236780,0,1
(유)와이번스안전관리시스템,1,서울특별시 송파구 오금동,1,749200,경비 및 경호 서비스업,144,22493020,12,10
개나리벽지(주),1,서울특별시 서초구 서초동,1,210902,벽지 및 장판지 제조업,113,36231580,2,1
케이티커머스(주),1,서울특별시 강남구 수서동,1,525101,전자상거래 소매업,108,41863200,0,0
(주)케이티에스원,1,서울특별시 강서구 등촌동,1,749100,고용 알선업,383,51035000,16,20
현대하이라이프손해사정(주),1,서울특별시 영등포구 당산동3가,1,749904,손해 사정업,850,272624140,6,7
삼성출판사(주),1,서울특별시 서초구 서초동,1,940600,자문 감독 지도료 고문료 교정료,267,53248120,8,14
(주)한화건설,1,경기도 시흥시 대야동,1,451200,기타 토목 시설물 건설업,2114,845244800,6,47
해성손해사정 주식회사,1,서울특별시 서대문구 충정로2가,1,749904,손해 사정업,354,88139000,14,5
인포드림넷주식회사,1,서울특별시 마포구 아현동,1,749100,고용 알선업,151,27490560,3,9
보보스링크(주),1,서울특별시 강남구 역삼동,1,749100,고용 알선업,878,159378160,69,74
(주)아람인테크,1,서울특별시 강남구 역삼동,1,749100,고용 알선업,752,115104980,74,84
서울특별시 여성가족재단,1,서울특별시 동작구 대방동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,148,45598080,14,4
(주)인스웨이브시스템즈,1,서울특별시 구로구 구로동,1,722000,응용 소프트웨어 개발 및 공급업,105,34060140,0,0
(주)선경DFS,1,서울특별시 영등포구 당산동4가,1,513911,안경  사진장비 및 광학용품 도매업,101,26367520,1,1
필라테크(주),1,서울특별시 강남구 논현동,1,515050,컴퓨터 및 주변장치  소프트웨어 도매업,154,34115480,3,4
한국로지스풀(주),1,서울특별시 마포구 도화동,1,602309,화물 운송 중개  대리 및 관련 서비스업,367,123941220,8,1
주식회사야스,1,경기도 파주시 탄현면,1,319001,운송장비용 조명장치 제조업,252,72891480,1,2
케이씨에이손해사정주식회사,1,서울특별시 마포구 공덕동,1,672000,보험 대리 및 중개업,327,111507420,1,2
(주)엘오티베큠,1,경기도 오산시 지곶동,1,369901,제조 / 유모차 가정용진공기,415,133046880,4,34
주식회사 팬스타트리,1,부산광역시 중구 중앙동2가,1,630902,통관 대리 및 관련서비스업 / 화물 운송 중개  대리,117,22837240,1,4
펌텍코리아(주),1,인천광역시 부평구 청천동,1,252901,포장용 플라스틱 성형용기 제조업,593,154724540,9,9
나래식품(주),1,전라북도 임실군 관촌면,1,154101,떡류 제조업,118,26912840,4,7
퍼시픽컨설팅(주),1,서울특별시 중구 신당동,1,749100,고용 알선업,117,17371260,26,14
한수테크니칼서비스(주),1,경기도 성남시 분당구 야탑동,1,514911,기타 화학 물질 및 화학제품 도매업,252,98988600,44,8
케이엔케이코팅스(주),1,경기도 평택시 포승읍,1,242204,일반용 도료 및 관련제품 제조업,105,37739960,0,0
엔에이치엔위투 주식회사,1,서울특별시 구로구 구로동,1,525101,전자상거래 소매업,106,25147080,3,5
실리콘투(주),1,경기도 성남시 분당구 삼평동,1,519111,상품 종합 도매업,141,32073500,19,7
버버리코리아(주),1,서울특별시 강남구 청담동,1,519113,상품 종합 도매업,509,130878660,6,13
(주)소프트원,1,서울특별시 강서구 염창동,1,722000,응용 소프트웨어 개발 및 공급업,160,53330560,3,3
대한에프에이시스템(주),1,서울특별시 강남구 삼성동,1,722000,응용 소프트웨어 개발 및 공급업,113,40664560,2,1
(주)스마일게이트엔터테인먼트,1,경기도 성남시 분당구 삼평동,1,722000,응용 소프트웨어 개발 및 공급업,726,259892900,9,4
제일감정평가법인(주),1,서울특별시 서초구 방배동,1,702002,부동산 감정 평가업,120,40132900,0,1
샘표아이에스피(주),1,서울특별시 중구 필동1가,1,940909,기타자영업,541,74005600,2,12
(주)디엠씨미디어,1,서울특별시 강남구 청담동,1,743002,광고 대행업,152,43325700,3,1
(주)청담러닝,1,서울특별시 강남구 청담동,1,809005,일반 교과학원,515,139433540,26,13
(주)메가젠임플란트,1,대구광역시 달성군 다사읍,1,331100,전기식 진단 및 요법 기기 제조업,331,95798960,5,6
풍일산업(주),1,광주광역시 광산구 소촌동,1,343000,그 외 자동차용 신품 부품 제조업,105,30665040,0,0
(주)이노렉스테크놀러지,1,인천광역시 남동구 논현동,1,343000,그 외 자동차용 신품 부품 제조업,129,39769660,3,3
(주)지엠티,1,경기도 성남시 분당구 삼평동,1,519111,상품 종합 도매업,139,31993180,6,5
씨앤지하이테크(주),1,경기도 안성시 원곡면,1,321000,기타 반도체 소자 제조업,122,46864140,11,0
신한신용정보(주),1,서울특별시 영등포구 문래동3가,1,659900,기타 금융 투자업,138,43055100,4,4
(주)스코넥엔터테인먼트,1,서울특별시 강남구 역삼동,1,722000,응용 소프트웨어 개발 및 공급업,105,28417080,4,7
스카이72 주식회사,1,인천광역시 중구 운서동,1,924309,당구장 운영업,186,54308720,5,1
(주)다나와,1,서울특별시 양천구 목동,1,722000,응용 소프트웨어 개발 및 공급업,297,87655620,7,3
주식회사 블러썸엠앤씨,1,인천광역시 서구 가좌동,1,252200,폴리스티렌 발포 성형제품 제조업,125,26726600,2,7
주식회사아스플로,1,경기도 화성시 정남면,1,291200,유압 기기 제조업,106,32328700,5,1
(주)태조엔지니어링,1,서울특별시 송파구 방이동,1,742104,기타 엔지니어링 서비스업,180,59851100,5,5
(주)금강이엠씨,1,경기도 평택시 청북읍,1,281100,금속 문  창  셔터 및 관련제품 제조업,122,35585660,2,6
재인산업 주식회사,1,서울특별시 서초구 반포동,1,749200,경비 및 경호 서비스업,257,47388660,23,22
(주)한화(무역부문),1,서울특별시 중구 장교동,1,242901,접착제 및 젤라틴 제조업,296,113735180,2,18
(주)제이에스지,1,충청남도 천안시 서북구 직산읍,1,552109,기관 구내식당업,100,17895880,0,8
주식회사 지오영,1,서울특별시 서대문구 연희동,1,513311,의약품 도매업,247,66672420,3,1
(주)천마기술단,1,충청남도 아산시 둔포면,1,742104,기타 엔지니어링 서비스업,121,35659520,0,3
창원우편집중국,1,경상남도 창원시  성산구 신촌동,1,999999,BIZ_NO미존재사업장,112,15161840,3,8
모트렉스(주),1,경기도 성남시 분당구 수내동,1,519111,상품 종합 도매업,305,110009360,1,2
성우운수(주),1,경기도 수원시 권선구 고색동,1,602103,시내버스 운송업,160,45191560,3,8
오스템임플란트(주),1,부산광역시 해운대구 석대동,1,331100,전기식 진단 및 요법 기기 제조업,337,95765100,0,6
엠에스이주식회사,1,경상남도 창원시  마산회원구 봉암동,1,321000,기타 반도체 소자 제조업,154,37576400,3,3
(주)엔에이치엔벅스,1,경기도 성남시 분당구 삼평동,1,722000,응용 소프트웨어 개발 및 공급업,123,38488620,2,5
(주)엠피서비스,1,서울특별시 중구 명동2가,1,513150,가죽 및 모피 제품 도매업,260,53731780,9,8
(주)모바인텍,1,경상북도 칠곡군 북삼읍,1,322002,유선 통신장비 제조업,186,39400080,1,6
이레전자(주),1,인천광역시 서구 오류동,1,321000,기타 반도체 소자 제조업,100,25448160,0,3
